_id,airTemperature.quality,airTemperature.value,atmosphericPressureChange.quantity24Hours,atmosphericPressureChange.quantity3Hours,atmosphericPressureChange.tendency,atmosphericPressureObservation.altimeterSetting,atmosphericPressureObservation.stationPressure,callLetters,dataSource,dewPoint.quality,dewPoint.value,elevation,pastWeatherObservationManual,position.coordinates,position.type,precipitationEstimatedObservation.discrepancy,precipitationEstimatedObservation.estimatedWaterDepth,presentWeatherObservationManual,pressure.quality,pressure.value,qualityControlProcess,seaSurfaceTemperature.quality,seaSurfaceTemperature.value,sections,skyCondition.cavok,skyCondition.ceilingHeight,skyConditionObservation.highCloudGenus,skyConditionObservation.lowCloudGenus,skyConditionObservation.lowestCloudBaseHeight,skyConditionObservation.lowestCloudCoverage,skyConditionObservation.midCloudGenus,skyConditionObservation.totalCoverage,skyCoverLayer,st,ts,type,visibility.distance,visibility.variability,waveMeasurement.method,waveMeasurement.seaState,waveMeasurement.waves,wind.direction,wind.speed,wind.type
5553a998e4b02cf7151190b8,1,-3.1,,,,,,VCSZ,4,9,999.9,9999,,"[-47.9,47.6]",Point,2,999,,1,1015.3,V020,,,"[""AG1""]",N,,,,,,,,,x+47600-047900,1984-03-05T13:00:00.000Z,FM-13,,,,,,,,9
5553a998e4b02cf7151190b9,1,-4.7,,,,,,VC81,4,9,999.9,9999,,"[-66.5,45.2]",Point,2,999,,1,1025.9,V020,,,"[""AG1""]",N,,,,,,,,,x+45200-066500,1984-03-05T14:00:00.000Z,FM-13,,,,,,,,9
5553a998e4b02cf7151190ba,1,4.4,,,,,,PLAT,4,1,3.5,9999,,"[3.6,51.9]",Point,2,999,,1,1030.8,V020,9,4.5,"[""AG1"",""MD1"",""OA1"",""SA1"",""UA1""]",N,,,,,,,,,x+51900+003600,1984-03-05T14:00:00.000Z,FM-13,,,I,,,,,N
5553a998e4b02cf7151190bb,1,7.5,,,,,,TFRB,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-5.3,60.9]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1018.5,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+60900-005300,1984-03-05T15:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190bc,1,0.4,,,,,,TFBY,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-25.2,66.3]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1003.6,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+66300-025200,1984-03-05T15:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190bd,1,3.1,,,,,,TFWB,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-29.7,59.8]",Point,1,0,"[{""condition"":""02"",""quality"":""1""}]",1,1019,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+59800-029700,1984-03-05T15:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190be,1,-26.7,,,,,,EMIO,4,1,-29.8,9999,"[{""atmosphericCondition"":{""value"":""7"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-172,79.8]",Point,2,1,"[{""condition"":""71"",""quality"":""1""}]",1,1016.6,V020,,,"[""AG1"",""AY1"",""GF1"",""MA1"",""MD1"",""MW1""]",N,,,,,,,,,x+79800-172000,1984-03-05T15:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190bf,1,-5.1,,,,,,SCGB,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-55.9,49.7]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1020.8,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,,x+49700-055900,1984-03-05T15:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190c0,1,6.3,,,,,,PLAT,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[1.5,59.5]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1026.1,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1"",""OA1"",""UA1""]",N,,,,,,,,,x+59500+001500,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c1,1,6.6,,,,,,OWXP,4,1,4.4,9999,"[{""atmosphericCondition"":{""value"":""1"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[4.8,55.6]",Point,2,0,"[{""condition"":""01"",""quality"":""1""}]",1,1033.4,V020,9,3.5,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+55600+004800,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c2,1,2,,,,,,LAQU,4,1,-2,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[11.8,68.4]",Point,2,2,"[{""condition"":""26"",""quality"":""1""}]",1,999.3,V020,9,6,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+68400+011800,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c3,1,7.1,,,,,,PLAT,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[2.1,56.5]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1028.2,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""OA1"",""UA1""]",N,,,,,,,,,x+56500+002100,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c4,9,999.9,,,,,,FNUI,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-0.7,47.6]",Point,2,0,"[{""condition"":""01"",""quality"":""1""}]",1,1032.6,V020,9,12.7,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+47600-000700,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c5,1,-4.5,,,,,,VCNP,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[-59.7,43.7]",Point,2,1,"[{""condition"":""85"",""quality"":""1""}]",1,1024.6,V020,9,1,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1"",""UG1""]",N,,,,,,,,,x+43700-059700,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c6,1,17.2,,,,,,SINL,4,1,16.5,9999,"[{""atmosphericCondition"":{""value"":""6"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[173.4,-39.6]",Point,0,999,"[{""condition"":""15"",""quality"":""1""}]",1,1009.1,V020,9,19,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1"",""UG1""]",N,,,,,,,,,x-39600+173400,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c7,1,0.9,,,,,,UUQR,4,1,-4.3,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":3,""quality"":""1""}}]","[10.5,67.4]",Point,2,2,"[{""condition"":""26"",""quality"":""1""}]",1,1002.8,V020,9,8.9,"[""AG1"",""AY1"",""GA1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1"",""UG1""]",N,,,,,,,,"[{""coverage"":{""value"":""09"",""quality"":""1""},""baseHeight"":{""value"":99999,""quality"":""9""},""cloudType"":{""value"":""99"",""quality"":""9""}}]",x+67400+010500,1984-03-05T15:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190c8,1,5.4,,,,,,PLAT,4,9,999.9,9999,,"[3.2,53.2]",Point,2,999,,1,1032.9,V020,,,"[""AG1"",""MD1"",""OA1"",""UA1""]",N,,,,,,,,,x+53200+003200,1984-03-05T16:00:00.000Z,FM-13,,,I,,,,,N
5553a998e4b02cf7151190c9,1,4.8,,,,,,PLAT,4,1,4.6,9999,,"[3.2,51.9]",Point,2,999,,1,1032.6,V020,9,5.5,"[""AG1"",""MD1"",""OA1"",""SA1""]",N,,,,,,,,,x+51900+003200,1984-03-05T17:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190ca,1,17,,,,,,UYOK,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[116.2,21.1]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1017.2,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+21100+116200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190cb,9,999.9,,,,,,CG26,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-65.6,43.4]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",9,9999.9,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+43400-065600,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190cc,9,999.9,,,,,,VA71,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-70.4,47.4]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",9,9999.9,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+47400-070400,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190cd,1,6.7,,,,,,SHIP,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[5,55.3]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1032,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+55300+005000,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190ce,1,4.8,,,,,,TFWI,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-16.1,63.2]",Point,2,2,"[{""condition"":""26"",""quality"":""1""}]",1,1007.2,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+63200-016100,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190cf,1,26.2,,,,,,FNPG,4,1,21.1,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[60.3,-19.3]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,1016.2,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x-19300+060300,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d0,1,20.7,,,,,,URUX,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-61.2,24.7]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1020.4,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,,x+24700-061200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d1,1,2.2,,,,,,FNZF,4,1,-1.6,9999,"[{""atmosphericCondition"":{""value"":""1"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-67.6,41]",Point,2,0,"[{""condition"":""03"",""quality"":""1""}]",1,1025.5,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,,x+41000-067600,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d2,1,25,,,,,,ATGU,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[59.2,20.7]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1013.4,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+20700+059200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,9
5553a998e4b02cf7151190d3,1,3.1,,,,,,PHRB,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[17.2,56.3]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1018.3,V020,,,"[""AG1"",""AY1"",""GF1"",""MW1""]",N,,,,,,,,,x+56300+017200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d4,1,-4.1,,,,,,UPGN,4,9,999.9,9999,,"[147.6,44.9]",Point,2,0,,1,1014.2,V020,9,-1,"[""AG1"",""GF1"",""MD1"",""SA1""]",N,,,,,,,,,x+44900+147600,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d5,1,25.6,,,,,,KCEJ,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-48.7,-34.6]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,1009.9,V020,9,21.1,"[""AG1"",""AY1"",""GF1"",""MW1"",""SA1""]",N,,,,,,,,,x-34600-048700,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d6,1,-7,,,,,,CG28,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-54.4,49.5]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1019.1,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,,x+49500-054400,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,9
5553a998e4b02cf7151190d7,1,25,,,,,,VSBE,4,1,24.4,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[114.3,12.8]",Point,1,0,"[{""condition"":""02"",""quality"":""1""}]",1,1010.7,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,,x+12800+114300,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d8,1,27.8,,,,,,UBBO,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[102.5,2]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1010.3,V020,9,27.8,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x+02000+102500,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190d9,1,25.5,,,,,,D5BU,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""2"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-109.8,15.6]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1012,V020,9,26,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x+15600-109800,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190da,1,19.4,,,,,,C2KD,4,1,14.6,9999,"[{""atmosphericCondition"":{""value"":""1"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[143.9,23.4]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1018.2,V020,9,21,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x+23400+143900,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190db,1,-4.8,,,,,,UNFP,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[148.4,44.9]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1008.7,V020,9,2,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x+44900+148400,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,9
5553a998e4b02cf7151190dc,1,29,,,,,,ULYN,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-28.4,-9.5]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,1009.3,V020,9,29,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x-09500-028400,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190dd,1,22.8,,,,,,GBRS,4,1,12.8,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[161.2,-27]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,1013.4,V020,9,24.6,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x-27000+161200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190de,1,6,,,,,,GVOM,4,1,0.9,9999,"[{""atmosphericCondition"":{""value"":""2"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[141.8,35.1]",Point,2,2,"[{""condition"":""15"",""quality"":""1""}]",1,1015.8,V020,,,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""UA1""]",N,,,,,,,,,x+35100+141800,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190df,9,999.9,,,,,,99999,4,9,999.9,9999,,"[-72.8,21.9]",Point,2,0,,1,1017.9,V020,9,26,"[""AG1"",""GF1"",""MD1"",""SA1"",""UA1""]",N,,,,,,,,,x+21900-072800,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190e0,1,5.5,,,,,,SHIP,4,1,2.2,9999,"[{""atmosphericCondition"":{""value"":""4"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[10.8,54.1]",Point,1,0,"[{""condition"":""01"",""quality"":""1""}]",1,1026.5,V020,9,1.6,"[""AG1"",""AY1"",""GF1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+54100+010800,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190e1,1,21.8,,,,,,ONDE,4,1,18.3,9999,"[{""atmosphericCondition"":{""value"":""2"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[104.2,-24.4]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,1013.8,V020,9,22.5,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,,x-24400+104200,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190e2,1,7.5,,,,,,ELDK,4,1,-2.5,9999,,"[143.3,35.2]",Point,2,0,"[{""condition"":""03"",""quality"":""1""}]",1,1017.5,V020,9,18,"[""AG1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+35200+143300,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190e3,1,24,,,,,,UIJR,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[139.4,8.5]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1009.7,V020,9,31,"[""AG1"",""AY1"",""GA1"",""GF1"",""MD1"",""MW1"",""SA1""]",N,,,,,,,,"[{""coverage"":{""value"":""09"",""quality"":""1""},""baseHeight"":{""value"":99999,""quality"":""9""},""cloudType"":{""value"":""99"",""quality"":""9""}}]",x+08500+139400,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190e4,1,-1,,,,,,UWFJ,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[108.3,-52.5]",Point,0,999,"[{""condition"":""02"",""quality"":""1""}]",1,978.3,V020,,,"[""AG1"",""AY1"",""GA1"",""GF1"",""MD1"",""MW1""]",N,,,,,,,,"[{""coverage"":{""value"":""09"",""quality"":""1""},""baseHeight"":{""value"":99999,""quality"":""9""},""cloudType"":{""value"":""99"",""quality"":""9""}}]",x-52500+108300,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190e5,1,25.5,,,,,,GUEP,4,1,23.3,9999,"[{""atmosphericCondition"":{""value"":""6"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[119.5,-9.1]",Point,0,999,"[{""condition"":""63"",""quality"":""1""}]",1,1007.4,V020,9,28.9,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UG1""]",N,,,,,,,,,x-09100+119500,1984-03-05T18:00:00.000Z,FM-13,,,,,,,,N
5553a998e4b02cf7151190e6,1,27.2,,,,,,GCDL,4,1,23.5,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[96.7,5.7]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1009.1,V020,9,27.8,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+05700+096700,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,V
5553a998e4b02cf7151190e7,1,26,,,,,,JCGV,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-87.1,10.3]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1009,V020,9,25.2,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+10300-087100,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190e8,1,25.8,,,,,,OYAT,4,1,18.6,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[42.6,14.4]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1008,V020,9,27,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+14400+042600,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190e9,1,26.6,,,,,,FNKE,4,1,21.9,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-74.5,19.3]",Point,2,5,"[{""condition"":""25"",""quality"":""1""}]",1,1016,V020,9,27.9,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+19300-074500,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190ea,1,23,,,,,,FNPH,4,1,18.9,9999,"[{""atmosphericCondition"":{""value"":""2"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-52.9,23.7]",Point,2,0,"[{""condition"":""03"",""quality"":""1""}]",1,1018.8,V020,9,23.3,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+23700-052900,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190eb,1,24.2,,,,,,UWTZ,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-76,26.4]",Point,1,0,"[{""condition"":""02"",""quality"":""1""}]",1,1018.4,V020,9,26,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+26400-076000,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190ec,1,20.7,,,,,,USXP,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-10.6,32.3]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1011.7,V020,9,18,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+32300-010600,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190ed,1,14.8,,,,,,UTDY,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""8"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-48.6,35.9]",Point,2,3,"[{""condition"":""02"",""quality"":""1""}]",1,1008.5,V020,9,18,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+35900-048600,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190ee,1,4,,,,,,UHPF,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[159.6,39.4]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1013.4,V020,9,10,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+39400+159600,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190ef,1,18,,,,,,UKXM,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-9.7,42.5]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1029.2,V020,9,13,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+42500-009700,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,9
5553a998e4b02cf7151190f0,1,3.3,,,,,,ESSS,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""6"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-46.2,46.4]",Point,2,0,"[{""condition"":""50"",""quality"":""1""}]",1,1010.3,V020,9,4,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+46400-046200,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
5553a998e4b02cf7151190f1,1,15,,,,,,99999,4,9,999.9,9999,"[{""atmosphericCondition"":{""value"":""0"",""quality"":""1""},""period"":{""value"":6,""quality"":""1""}}]","[-37,48.2]",Point,2,0,"[{""condition"":""02"",""quality"":""1""}]",1,1011.4,V020,9,13,"[""AG1"",""AY1"",""GF1"",""MD1"",""MW1"",""SA1"",""UA1""]",N,,,,,,,,,x+48200-037000,1984-03-05T18:00:00.000Z,FM-13,,,M,,,,,N
